Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     592/840         std::pair<std::_Rb_tree_iterator<std::pair<unsigned int const, Texture> >, bool> std::_Rb_tree<unsigned int, std::pair<unsigned int const, Texture>, std::_Select1st<std::pair<unsigned int const, Texture> >, std::less<unsigned int>, std::allocator<std::pair<unsigned int const, Texture> > >::_M_emplace_unique<unsigned int&, Texture&>(unsigned int&, Texture&) [321]
-----------------------------------------------
                0.00    0.00       1/578         GrovePacker::add_trees_to_grove(GroveGenerationData, GrovePacked&, Tree*, Heightmap*, bool, bool) [21]
                0.00    0.00       2/578         SceneGenerator::generate_grove() [1]
                0.00    0.00       2/578         TreePreprocessor::preprocess_tree(Tree&, Block&) [561]
                0.00    0.00       6/578         GrovePacker::pack_layer(Block&, GroveGenerationData, GrovePacked&, Tree*, Heightmap*, std::vector<ClusterPackingLayer, std::allocator<ClusterPackingLayer> >&, LightVoxelsCube*, int, int, bool, bool, bool, bool) [20]
                0.00    0.00      13/578         GPUImpostorClusteringHelper::prepare_intermediate_data(Block&, std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> >, ClusteringContext*) [502]
                0.00    0.00      18/578         GETreeParameters::load_from_blk(Block&) [560]
                0.00    0.00     536/578         ImpostorSimilarityParams::load_from_block(Block*) [358]
[330]    0.0    0.00    0.00     578         Block::get_int(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [330]
-----------------------------------------------
                0.00    0.00     569/569         GETreeGenerator::iterate(LightVoxelsCube&) [5]
[331]    0.0    0.00    0.00     569         GETreeGenerator::recalculate_radii(GETreeGenerator::Tree&, GETreeGenerator::Branch&, GETreeParameters&) [331]
-----------------------------------------------
                0.00    0.00     477/477         GETreeGenerator::prepare_nodes_and_space_colonization(GETreeGenerator::Tree&, GETreeGenerator::Branch&, GETreeParameters&, std::vector<GETreeGenerator::GrowPoint, std::allocator<GETreeGenerator::GrowPoint> >&, GETreeGenerator::SpaceColonizationData&, int) [64]
[332]    0.0    0.00    0.00     477         void std::vector<GETreeGenerator::GrowPoint, std::allocator<GETreeGenerator::GrowPoint> >::_M_realloc_insert<GETreeGenerator::GrowPoint>(__gnu_cxx::__normal_iterator<GETreeGenerator::GrowPoint*, std::vector<GETreeGenerator::GrowPoint, std::allocator<GETreeGenerator::GrowPoint> > >, GETreeGenerator::GrowPoint&&) [332]
-----------------------------------------------
                0.00    0.00     464/464         TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
[333]    0.0    0.00    0.00     464         std::_Function_handler<void (Model*), mipmap(Texture, int, int, int)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&) [333]
-----------------------------------------------
                0.00    0.00      44/464         BillboardCloudRaw::prepare(int, int, ClusterData&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, BillboardCloudData*, std::vector<std::_List_iterator<BillboardData>, std::allocator<std::_List_iterator<BillboardData> > >&) [34]
                0.00    0.00     191/464         ImpostorBaker::make_impostor(Branch&, TreeTypeData&, Impostor&, ImpostorBaker::ImpostorGenerationParams&, TextureAtlas&, BBox&) [29]
                0.00    0.00     229/464         BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[334]    0.0    0.00    0.00     464         void std::vector<Billboard, std::allocator<Billboard> >::_M_realloc_insert<Billboard const&>(__gnu_cxx::__normal_iterator<Billboard*, std::vector<Billboard, std::allocator<Billboard> > >, Billboard const&) [334]
                0.00    0.00     464/41408       std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::operator=(std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > const&) [281]
-----------------------------------------------
                0.00    0.00     196/458         BillboardCloudRaw::prepare(int, std::vector<Branch, std::allocator<Branch> >&, TextureAtlas*) [35]
                0.00    0.00     262/458         ImpostorBaker::make_impostor(Branch&, TreeTypeData&, Impostor&, ImpostorBaker::ImpostorGenerationParams&, TextureAtlas&, BBox&) [29]
[335]    0.0    0.00    0.00     458         Billboard::Billboard(BBox const&, int, int, int, glm::vec<3, float, (glm::qualifier)0>, bool) [335]
                0.00    0.00    1374/1374        glm::vec<3, float, (glm::qualifier)0>& std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::emplace_back<glm::vec<3, float, (glm::qualifier)0> >(glm::vec<3, float, (glm::qualifier)0>&&) [309]
                0.00    0.00     458/1411        glm::detail::compute_inverse<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [307]
                0.00    0.00     458/1458        void std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > >::_M_realloc_insert<glm::vec<3, float, (glm::qualifier)0> const&>(__gnu_cxx::__normal_iterator<glm::vec<3, float, (glm::qualifier)0>*, std::vector<glm::vec<3, float, (glm::qualifier)0>, std::allocator<glm::vec<3, float, (glm::qualifier)0> > > >, glm::vec<3, float, (glm::qualifier)0> const&) [306]
-----------------------------------------------
                0.00    0.00      29/457         TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&) [673]
                0.00    0.00     428/457         Shader::setup(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [349]
[336]    0.0    0.00    0.00     457         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [336]
-----------------------------------------------
                0.00    0.00       6/444         TreeStructureParameters::TreeStructureParameters() [562]
                0.00    0.00      36/444         GrassGenerator::generate_grass_in_cell(Cell&, Field_2d*) [39]
                0.00    0.00     402/444         GrassGenerator::prepare_grass_patches(std::vector<Cell, std::allocator<Cell> >&, int, int) [80]
[337]    0.0    0.00    0.00     444         Normal::Normal(double, double, int) [337]
-----------------------------------------------
                0.00    0.00     428/428         Shader::setup(std::initializer_list<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) [349]
[338]    0.0    0.00    0.00     428         Shader::addProgram(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int) [338]
                0.00    0.00     428/428         Shader::readGLSLFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int&) [339]
-----------------------------------------------
                0.00    0.00     428/428         Shader::addProgram(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, unsigned int) [338]
[339]    0.0    0.00    0.00     428         Shader::readGLSLFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int&) [339]
-----------------------------------------------
                0.00    0.00      10/370         GrassGenerator::pack_all_grass(GrassPacked&, Heightmap&) [12]
                0.00    0.00      98/370         BillboardCloudRaw::prepare(int, std::vector<Branch, std::allocator<Branch> >&, TextureAtlas*) [35]
                0.00    0.00     262/370         ImpostorBaker::make_impostor(Branch&, TreeTypeData&, Impostor&, ImpostorBaker::ImpostorGenerationParams&, TextureAtlas&, BBox&) [29]
[340]    0.0    0.00    0.00     370         TextureAtlas::add_tex() [340]
                0.00    0.00       2/2           TextureAtlas::increase_capacity() [554]
-----------------------------------------------
                0.00    0.00     360/360         BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[341]    0.0    0.00    0.00     360         TextureAtlas::target(int, int) [341]
-----------------------------------------------
                0.00    0.00     360/360         BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[342]    0.0    0.00    0.00     360         TextureAtlas::tex_transform(int) const [342]
-----------------------------------------------
                0.00    0.00     360/360         BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[343]    0.0    0.00    0.00     360         std::_Function_handler<void (Model*), BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#2}>::_M_invoke(std::_Any_data const&, Model*&&) [343]
-----------------------------------------------
                0.00    0.00     360/360         BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams) [25]
[344]    0.0    0.00    0.00     360         std::_Function_handler<void (Model*), BillboardCloudRaw::create_billboard(TreeTypeData&, Branch*, BBox&, Visualizer&, int, Billboard&, TextureAtlas&, BillboardCloudRaw::BillboardGenerationParams)::{lambda(Model*)#1}>::_M_invoke(std::_Any_data const&, Model*&&) [344]
-----------------------------------------------
                0.00    0.00       3/344         SceneGenerator::generate_grove() [1]
                0.00    0.00       3/344         LightVoxelsCube::LightVoxelsCube(glm::vec<3, float, (glm::qualifier)0>, glm::vec<3, int, (glm::qualifier)0>, float, int, int) [558]
                0.00    0.00      61/344         Clusterizer2::get_base_clusters(Block&, Tree*, int, int, std::vector<ClusterData, std::allocator<ClusterData> >&, ClusteringContext*) [27]
                0.00    0.00      61/344         ImpostorClusteringHelper::convert_branch(Block&, Branch*, ClusteringContext*, BaseBranchClusteringData&) [28]
                0.00    0.00     108/344         Clusterizer2::prepare_result(Block&, std::vector<ClusterData, std::allocator<ClusterData> >&, std::vector<ClusterData, std::allocator<ClusterData> >&, std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> >&, ClusteringContext*, std::vector<ClusteringBase::ClusterStruct, std::allocator<ClusteringBase::ClusterStruct> >&) [497]
                0.00    0.00     108/344         BillboardCloudRaw::split_IDA_by_type(InstanceDataArrays&, std::vector<InstanceDataArrays, std::allocator<InstanceDataArrays> >&) [447]
[345]    0.0    0.00    0.00     344         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [345]
-----------------------------------------------
                0.00    0.00     244/244         GPUImpostorClusteringHelper::prepare_intermediate_data(Block&, std::vector<BranchClusteringData*, std::allocator<BranchClusteringData*> >, ClusteringContext*) [502]
[346]    0.0    0.00    0.00     244         TextureAtlas::pixel_offsets(int, glm::vec<4, unsigned int, (glm::qualifier)0>&) const [346]
-----------------------------------------------
                0.00    0.00     122/244         Clusterizer2::get_base_clusters(Block&, Tree*, int, int, std::vector<ClusterData, std::allocator<ClusterData> >&, ClusteringContext*) [27]
                0.00    0.00     122/244         ImpostorClusteringHelper::convert_branch(Block&, Branch*, ClusteringContext*, BaseBranchClusteringData&) [28]
[347]    0.0    0.00    0.00     244         int& std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [347]
-----------------------------------------------
                0.00    0.00       2/217         PostFx::PostFx(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [565]
                0.00    0.00       4/217         TextureAtlas::increase_capacity_tex(Texture&, int) [515]
